Gene ID,0.5_lowLight,2_lowLight,4_lowLight,6_lowLight,8_lowLight,9_lowLight,10_lowLight,12_lowLight,0.5_ClearLight,2_ClearLight,4_ClearLight,6_ClearLight,8_ClearLight,9_ClearLight,10_ClearLight,12_ClearLight
 Synpcc7942_2235 ,0.59,0.66,0.60,0.54,0.54,0.56,0.57,0.50,0.67,0.73,0.80,0.78,0.71,0.65,0.63,0.26
 Synpcc7942_2236 ,0.21,0.13,0.14,0.13,0.13,0.15,0.16,0.15,0.17,0.10,0.11,0.12,0.12,0.11,0.11,0.16
 Synpcc7942_2237 ,0.04,0.05,0.05,0.06,0.06,0.09,0.14,0.08,0.04,0.04,0.03,0.04,0.07,0.07,0.14,0.18
 Synpcc7942_2238 ,0.04,0.03,0.03,0.07,0.13,0.21,0.25,0.16,0.05,0.02,0.03,0.07,0.14,0.17,0.23,0.43
 Synpcc7942_2239 ,0.34,0.34,0.43,0.39,0.33,0.27,0.26,0.21,0.50,0.36,0.42,0.36,0.42,0.42,0.34,0.26
 Synpcc7942_2240 ,0.86,0.86,0.72,0.73,0.84,0.61,0.52,0.55,1.41,0.79,0.87,0.81,0.80,0.72,0.69,0.74
 Synpcc7942_2241 ,0.32,0.19,0.21,0.22,0.29,0.26,0.24,0.27,0.43,0.26,0.26,0.25,0.33,0.30,0.33,0.31
 Synpcc7942_2242 ,0.32,0.19,0.17,0.23,0.24,0.18,0.17,0.22,0.25,0.17,0.13,0.12,0.16,0.15,0.14,0.16
 Synpcc7942_2243 ,0.53,0.49,0.57,0.70,0.62,0.52,0.41,0.45,0.42,0.38,0.34,0.40,0.45,0.49,0.42,0.55
 Synpcc7942_2244 ,4.61,11.70,10.27,10.30,7.92,8.91,7.79,7.99,3.22,7.78,8.49,8.13,7.49,7.67,7.80,7.98
 Synpcc7942_2245 ,6.90,22.66,20.06,18.85,17.66,16.51,16.18,16.50,5.97,13.75,13.03,14.44,13.93,14.63,15.71,16.30
 Synpcc7942_2246 ,0.26,0.17,0.19,0.15,0.15,0.14,0.17,0.20,0.26,0.27,0.22,0.21,0.14,0.11,0.11,0.09
 Synpcc7942_2247 ,0.22,0.15,0.13,0.13,0.12,0.14,0.17,0.16,0.21,0.21,0.17,0.15,0.12,0.12,0.14,0.14
 Synpcc7942_2248 ,6.63,8.85,10.69,11.83,12.47,11.08,13.51,12.08,4.06,9.43,8.22,11.15,12.99,14.01,13.58,6.13
 Synpcc7942_2249 ,3.68,4.37,4.54,4.59,3.51,3.09,3.50,2.87,2.82,3.32,3.44,3.49,3.07,2.61,2.18,1.26
 Synpcc7942_2250 ,0.13,0.06,0.08,0.09,0.07,0.08,0.06,0.07,0.11,0.09,0.08,0.10,0.08,0.05,0.05,0.07
 Synpcc7942_2251 ,0.56,0.39,0.37,0.38,0.34,0.42,0.40,0.37,0.43,0.42,0.48,0.42,0.40,0.39,0.35,0.33
 Synpcc7942_2252 ,0.54,0.57,0.61,0.60,0.49,0.53,0.54,0.59,0.57,0.61,0.65,0.62,0.57,0.54,0.57,0.58
 Synpcc7942_2253 ,0.59,0.49,0.42,0.48,0.64,0.81,0.90,0.72,0.70,0.41,0.41,0.43,0.44,0.52,0.67,3.11
 Synpcc7942_2254 ,0.27,0.12,0.12,0.16,0.55,1.28,1.80,1.20,0.35,0.07,0.06,0.06,0.11,0.22,0.74,14.72
 Synpcc7942_2255 ,9.65,17.65,17.86,23.96,22.42,21.05,19.00,17.04,9.44,13.95,11.68,13.06,16.09,18.97,20.25,15.71
 Synpcc7942_2256 ,0.45,0.30,0.29,0.33,0.35,0.39,0.39,0.36,0.58,0.44,0.39,0.38,0.43,0.39,0.43,0.32
 Synpcc7942_2257 ,1.76,1.24,1.03,1.46,1.29,1.51,1.43,1.44,1.15,1.25,1.00,1.30,1.35,1.53,1.33,1.57
 Synpcc7942_2258 ,0.93,0.58,0.62,0.62,0.53,0.50,0.52,0.52,1.22,0.75,0.77,0.71,0.65,0.60,0.60,0.47
 Synpcc7942_2259 ,0.88,0.51,0.58,0.59,0.51,0.48,0.50,0.51,1.04,0.68,0.70,0.69,0.58,0.52,0.52,0.49
 Synpcc7942_2260 ,0.76,0.55,0.38,0.50,0.46,0.58,0.62,0.64,0.65,1.13,0.88,0.74,0.73,0.58,0.49,0.52
 Synpcc7942_2261 ,0.93,0.47,0.55,0.47,0.51,0.56,0.59,0.74,0.91,0.61,0.58,0.60,0.48,0.42,0.58,0.72
 Synpcc7942_2262 ,0.59,0.65,0.60,0.58,0.50,0.51,0.57,0.65,0.54,0.63,0.58,0.59,0.53,0.49,0.50,0.67
 Synpcc7942_2263 ,0.57,0.38,0.31,0.31,0.36,0.40,0.42,0.45,0.53,0.65,0.58,0.47,0.45,0.41,0.51,0.29
 Synpcc7942_2264 ,1.93,1.69,1.57,1.84,2.49,2.38,2.45,2.08,2.98,2.11,2.12,1.98,2.57,2.87,3.12,2.60
 Synpcc7942_2265 ,0.41,0.46,0.36,0.32,0.42,0.49,0.58,0.61,0.47,0.52,0.45,0.41,0.40,0.41,0.51,0.77
 Synpcc7942_2266 ,0.24,0.21,0.23,0.20,0.13,0.14,0.14,0.21,0.18,0.22,0.20,0.19,0.20,0.13,0.12,0.13
 Synpcc7942_2267 ,0.19,0.24,0.47,2.00,4.80,5.61,5.60,5.04,0.08,0.08,0.23,1.13,3.42,4.16,4.34,4.63
 Synpcc7942_2268 ,0.23,0.12,0.10,0.10,0.08,0.09,0.11,0.11,0.26,0.11,0.10,0.11,0.07,0.08,0.08,0.08
 Synpcc7942_2269 ,0.48,0.34,0.30,0.29,0.29,0.30,0.27,0.32,0.52,0.31,0.32,0.28,0.27,0.25,0.24,0.26
 Synpcc7942_2270 ,0.25,0.21,0.20,0.19,0.24,0.25,0.24,0.27,0.39,0.26,0.23,0.22,0.24,0.21,0.25,0.30
 Synpcc7942_2271 ,0.37,0.34,0.37,0.35,0.38,0.35,0.40,0.38,0.41,0.53,0.37,0.47,0.49,0.41,0.45,0.55
 Synpcc7942_2272 ,0.07,0.11,0.09,0.08,0.09,0.10,0.10,0.10,0.10,0.07,0.07,0.09,0.11,0.08,0.08,0.15
 Synpcc7942_2273 ,0.15,0.10,0.10,0.13,0.13,0.12,0.12,0.17,0.18,0.07,0.10,0.10,0.13,0.11,0.14,0.25
 Synpcc7942_2274 ,0.51,0.59,0.53,0.53,0.46,0.51,0.48,0.50,0.56,0.71,0.66,0.61,0.61,0.59,0.60,0.63
 Synpcc7942_2275 ,0.14,0.15,0.13,0.11,0.11,0.14,0.10,0.15,0.10,0.04,0.04,0.08,0.05,0.06,0.10,0.17
 Synpcc7942_2276 ,0.07,0.06,0.09,0.10,0.06,0.09,0.08,0.10,0.08,0.14,0.09,0.10,0.08,0.09,0.10,0.08
 Synpcc7942_2277 ,0.10,0.23,0.21,0.16,0.08,0.07,0.08,0.15,0.06,0.33,0.27,0.16,0.14,0.08,0.04,0.03
 Synpcc7942_2278 ,0.12,0.13,0.20,0.22,0.22,0.21,0.21,0.17,0.17,0.18,0.17,0.19,0.19,0.20,0.22,0.29
 Synpcc7942_2279 ,0.25,0.08,0.16,0.39,0.51,0.57,0.57,0.50,0.36,0.08,0.12,0.29,0.38,0.49,0.52,0.17
 Synpcc7942_2280 ,0.78,0.95,0.97,0.77,0.53,0.42,0.40,0.50,0.84,0.55,0.70,0.62,0.60,0.63,0.48,0.31
 Synpcc7942_2281 ,0.64,0.37,0.43,0.42,0.31,0.26,0.23,0.26,0.52,0.34,0.35,0.34,0.37,0.35,0.26,0.18
 Synpcc7942_2282 ,0.23,0.38,0.32,0.32,0.32,0.36,0.35,0.37,0.24,0.30,0.24,0.28,0.26,0.28,0.31,0.65
 Synpcc7942_2283 ,0.67,0.74,0.65,0.52,0.45,0.37,0.40,0.50,0.49,0.40,0.44,0.41,0.44,0.39,0.31,0.43
 Synpcc7942_2284 ,0.34,0.22,0.18,0.16,0.16,0.22,0.18,0.21,0.46,0.28,0.26,0.22,0.24,0.24,0.21,0.15
 Synpcc7942_2285 ,0.26,0.27,0.22,0.19,0.21,0.19,0.17,0.24,0.30,0.24,0.24,0.25,0.25,0.26,0.23,0.29
 Synpcc7942_2286 ,0.05,0.03,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.04,0.05,0.05,0.07,0.07,0.09,0.14
 Synpcc7942_2287 ,0.18,0.17,0.22,0.23,0.25,0.31,0.29,0.29,0.20,0.16,0.22,0.21,0.24,0.30,0.33,0.71
 Synpcc7942_2288 ,0.33,0.38,0.42,0.36,0.39,0.51,0.46,0.48,0.31,0.27,0.39,0.30,0.37,0.37,0.51,0.97
 Synpcc7942_2289 ,0.36,0.37,0.46,0.42,0.44,0.43,0.45,0.58,0.32,0.34,0.40,0.43,0.44,0.41,0.43,0.92
 Synpcc7942_2290 ,0.22,0.23,0.27,0.24,0.19,0.12,0.09,0.13,0.16,0.22,0.25,0.27,0.26,0.19,0.12,0.08
 Synpcc7942_2291 ,0.16,0.21,0.28,0.21,0.25,0.14,0.14,0.15,0.16,0.18,0.20,0.21,0.26,0.20,0.17,0.22
 Synpcc7942_2292 ,0.23,0.23,0.35,0.41,0.33,0.20,0.18,0.20,0.22,0.15,0.21,0.22,0.29,0.27,0.25,0.24
 Synpcc7942_2293 ,0.16,0.15,0.18,0.21,0.24,0.15,0.12,0.19,0.18,0.10,0.15,0.19,0.18,0.18,0.14,0.17
 Synpcc7942_2294 ,0.09,0.20,0.24,0.23,0.16,0.13,0.16,0.11,0.13,0.20,0.22,0.26,0.27,0.28,0.22,0.20
 Synpcc7942_2295 ,0.06,0.08,0.09,0.10,0.09,0.06,0.06,0.07,0.06,0.11,0.10,0.11,0.13,0.13,0.10,0.06
 Synpcc7942_2296 ,0.14,0.09,0.11,0.16,0.21,0.23,0.22,0.17,0.34,0.06,0.14,0.16,0.17,0.22,0.22,0.18
 Synpcc7942_2297 ,0.72,0.83,1.10,2.72,5.30,5.13,4.76,3.63,0.90,0.31,0.46,0.89,3.31,5.24,6.23,12.31
 Synpcc7942_2298 ,0.09,0.06,0.06,0.09,0.06,0.09,0.06,0.08,0.07,0.07,0.06,0.09,0.08,0.06,0.07,0.12
 Synpcc7942_2299 ,2.40,1.81,1.87,1.68,1.43,1.74,1.92,2.05,1.28,3.14,2.26,2.20,1.68,1.59,1.45,1.26
 Synpcc7942_2300 ,1.96,1.90,1.71,1.53,1.41,1.77,1.75,1.75,1.18,3.38,2.67,2.27,1.78,1.55,1.57,0.97
 Synpcc7942_2301 ,0.20,0.54,0.56,0.69,1.11,1.42,1.56,1.75,0.42,0.22,0.18,0.22,0.30,0.57,1.07,6.99
 Synpcc7942_2302 ,0.19,0.26,0.23,0.19,0.23,0.18,0.19,0.25,0.18,0.26,0.17,0.21,0.16,0.16,0.13,0.13
 Synpcc7942_2303 ,0.09,0.09,0.10,0.10,0.11,0.12,0.12,0.14,0.09,0.08,0.08,0.07,0.09,0.10,0.08,0.21
 Synpcc7942_2304 ,0.47,0.52,0.49,0.45,0.38,0.41,0.44,0.47,0.37,0.42,0.34,0.35,0.32,0.29,0.32,0.43
 Synpcc7942_2305 ,0.23,0.36,0.33,0.35,0.31,0.33,0.40,0.36,0.29,0.34,0.35,0.33,0.36,0.42,0.41,0.42
 Synpcc7942_2306 ,0.35,1.15,1.55,2.25,4.16,4.52,5.17,3.83,0.14,0.32,0.36,0.66,1.66,2.66,3.83,11.39
 Synpcc7942_2307 ,0.14,0.72,1.16,1.73,3.25,3.19,4.07,1.49,0.10,0.21,0.23,0.50,1.35,2.25,3.21,9.32
 Synpcc7942_2308 ,0.47,0.51,0.39,0.53,1.16,1.20,1.41,1.08,0.47,0.34,0.20,0.23,0.47,0.73,0.97,2.27
 Synpcc7942_2309 ,1.87,4.17,4.59,4.54,3.60,3.52,3.12,2.86,2.08,8.70,9.06,7.18,5.97,5.23,3.94,1.34
 Synpcc7942_2310 ,0.35,0.35,0.24,0.22,0.22,0.25,0.25,0.31,0.30,0.47,0.35,0.32,0.23,0.24,0.26,0.25
 Synpcc7942_2311 ,0.50,0.64,0.63,0.69,0.60,0.49,0.54,0.56,0.80,0.59,0.66,0.60,0.67,0.70,0.65,0.74
 Synpcc7942_2312 ,0.16,0.23,0.22,0.17,0.13,0.12,0.12,0.17,0.16,0.20,0.22,0.20,0.15,0.12,0.11,0.15
 Synpcc7942_2313 ,25.69,1.48,2.26,8.92,18.97,24.88,23.66,11.63,2.58,18.95,16.48,15.68,19.71,22.48,22.68,3.01
 Synpcc7942_2314 ,20.72,0.97,1.76,7.61,15.75,19.34,18.66,9.84,2.48,16.41,12.05,13.36,16.25,18.29,17.77,1.93
 Synpcc7942_2315 ,5.62,8.33,8.32,6.64,3.82,4.61,4.92,5.31,3.39,11.08,10.75,9.39,7.11,6.21,5.19,1.75
 Synpcc7942_2316 ,5.60,7.38,8.17,6.38,4.24,4.53,5.26,5.11,3.33,10.74,10.59,9.24,7.10,6.01,5.46,1.90
 Synpcc7942_2317 ,0.32,0.35,0.33,0.45,0.53,0.43,0.41,0.37,0.37,0.28,0.28,0.30,0.39,0.47,0.48,0.62
 Synpcc7942_2318 ,0.07,0.05,0.06,0.08,0.07,0.08,0.05,0.06,0.05,0.07,0.06,0.05,0.04,0.07,0.07,0.10
 Synpcc7942_2319 ,0.04,0.09,0.07,0.11,0.11,0.11,0.09,0.09,0.07,0.02,0.04,0.05,0.06,0.06,0.09,0.20
 Synpcc7942_2320 ,0.09,0.13,0.12,0.10,0.11,0.18,0.12,0.13,0.09,0.10,0.11,0.14,0.07,0.10,0.12,0.11
 Synpcc7942_2321 ,1.38,1.82,1.76,2.06,1.99,1.76,1.77,1.36,1.13,1.16,1.19,1.35,1.70,1.79,2.06,2.91
 Synpcc7942_2322 ,1.66,2.07,2.18,2.47,2.29,2.17,2.06,1.85,1.63,1.56,1.46,1.81,1.97,2.22,2.19,2.98
 Synpcc7942_2323 ,0.76,0.51,0.49,0.53,0.64,0.80,0.78,0.85,0.93,0.70,0.59,0.67,0.64,0.81,0.85,1.22
 Synpcc7942_2324 ,0.65,0.54,0.43,0.50,0.61,0.70,0.75,0.78,0.89,0.74,0.72,0.61,0.65,0.70,0.79,1.03
 Synpcc7942_2325 ,0.29,0.36,0.32,0.25,0.25,0.21,0.21,0.23,0.26,0.32,0.30,0.24,0.21,0.22,0.22,0.20
 Synpcc7942_2326 ,0.03,0.04,0.05,0.42,1.21,1.12,0.89,0.73,0.03,0.02,0.03,0.17,0.84,1.40,1.32,1.94
 Synpcc7942_2327 ,0.03,0.09,0.15,0.10,0.07,0.11,0.09,0.05,0.11,0.07,0.07,0.10,0.06,0.11,0.10,0.07
 Synpcc7942_2328 ,0.08,0.07,0.12,0.14,0.23,0.18,0.13,0.12,0.08,0.04,0.05,0.07,0.18,0.23,0.20,0.13
 Synpcc7942_2329 ,0.22,0.09,0.08,0.10,0.17,0.18,0.19,0.18,0.27,0.11,0.09,0.11,0.14,0.12,0.13,0.11
 Synpcc7942_2330 ,0.48,0.31,0.30,0.41,0.50,0.55,0.53,0.47,0.57,0.36,0.37,0.39,0.45,0.47,0.47,0.48
 Synpcc7942_2331 ,4.71,11.29,11.88,13.56,9.79,11.37,11.32,9.90,4.23,12.41,15.32,17.35,13.32,11.47,9.80,6.55
 Synpcc7942_2332 ,4.66,11.94,13.30,15.03,10.67,12.78,11.34,11.10,4.64,12.17,16.11,16.84,13.57,11.72,10.35,7.14
 Synpcc7942_2333 ,0.07,0.08,0.19,0.90,2.24,2.81,3.02,2.24,0.10,0.06,0.14,0.40,1.53,2.47,3.17,4.99
 Synpcc7942_2334 ,0.05,0.04,0.12,0.72,1.72,2.10,2.22,1.76,0.05,0.04,0.09,0.36,1.16,1.91,2.45,4.18
 Synpcc7942_2335 ,0.04,0.04,0.13,0.65,1.88,2.09,2.22,1.78,0.05,0.03,0.07,0.29,1.12,1.93,2.25,4.78
 Synpcc7942_2336 ,0.12,0.09,0.23,1.69,4.62,4.56,5.08,3.30,0.12,0.07,0.15,0.82,2.87,4.43,5.63,15.46
 Synpcc7942_2337 ,0.49,0.51,0.56,0.46,0.34,0.32,0.35,0.36,0.40,0.44,0.57,0.52,0.51,0.41,0.31,0.23
 Synpcc7942_2338 ,0.34,0.32,0.37,0.38,0.24,0.16,0.14,0.20,0.44,0.24,0.28,0.31,0.45,0.47,0.32,0.17
 Synpcc7942_2339 ,0.38,0.35,0.37,0.29,0.26,0.23,0.22,0.23,0.40,0.29,0.35,0.34,0.35,0.32,0.27,0.23
 Synpcc7942_2340 ,0.56,0.32,0.30,0.33,0.41,0.47,0.51,0.48,0.49,0.46,0.35,0.33,0.40,0.36,0.44,0.86
 Synpcc7942_2341 ,0.42,0.29,0.30,0.26,0.30,0.24,0.34,0.32,0.36,0.36,0.29,0.28,0.24,0.27,0.26,0.33
 Synpcc7942_2342 ,8.95,38.05,54.65,60.76,42.73,36.35,33.17,22.94,4.80,16.88,23.47,26.45,31.37,33.05,32.28,26.70
 Synpcc7942_2343 ,2.30,7.11,8.69,10.82,7.10,7.43,4.58,5.72,0.80,2.26,2.86,3.78,4.27,4.28,5.65,3.28
 Synpcc7942_2344 ,0.68,1.18,1.02,1.07,1.10,1.30,1.35,1.33,0.75,0.99,1.11,1.18,1.13,1.20,1.41,1.85
 Synpcc7942_2345 ,17.27,11.31,7.57,7.17,7.31,8.79,11.61,10.35,8.99,31.89,19.27,17.30,11.51,9.56,9.86,6.62
 Synpcc7942_2346 ,0.37,0.39,0.33,0.32,0.54,0.78,0.80,0.76,0.33,0.39,0.37,0.36,0.32,0.36,0.71,1.59
 Synpcc7942_2347 ,0.73,0.59,0.53,0.54,0.45,0.48,0.44,0.43,1.52,0.36,0.46,0.47,0.44,0.49,0.50,0.84
 Synpcc7942_2348 ,0.28,0.34,0.27,0.29,0.30,0.41,0.47,0.40,0.33,0.41,0.35,0.35,0.29,0.30,0.42,0.48
 Synpcc7942_2349 ,0.46,0.96,1.10,1.24,1.65,1.95,2.08,1.70,0.88,0.76,0.72,0.71,0.82,1.09,1.66,5.29
 Synpcc7942_2350 ,0.22,0.38,0.38,0.35,0.37,0.42,0.40,0.37,0.30,0.34,0.31,0.35,0.38,0.43,0.49,1.08
 Synpcc7942_2351 ,0.39,0.19,0.21,0.21,0.17,0.18,0.18,0.21,0.26,0.29,0.24,0.24,0.23,0.20,0.17,0.16
 Synpcc7942_2352 ,0.53,5.28,6.37,8.89,12.50,12.25,12.00,7.62,0.45,0.60,0.81,1.42,3.39,7.19,15.09,82.66
 Synpcc7942_2353 ,0.23,0.52,0.49,0.77,1.02,0.69,0.56,0.50,0.21,0.19,0.15,0.23,0.39,0.45,0.58,1.58
 Synpcc7942_2354 ,2.07,3.20,2.87,2.59,2.36,2.56,2.66,2.65,1.88,3.77,3.71,3.60,3.23,3.20,2.84,2.56
 Synpcc7942_2355 ,1.10,0.45,0.54,0.53,0.64,0.61,0.59,0.80,0.86,0.62,0.59,0.74,0.72,0.90,0.77,0.75
 Synpcc7942_2356 ,0.56,0.08,0.08,0.08,0.11,0.08,0.10,0.12,0.61,0.05,0.05,0.05,0.06,0.09,0.10,0.22
 Synpcc7942_2357 ,0.22,0.16,0.21,0.17,0.14,0.10,0.10,0.10,0.20,0.11,0.14,0.13,0.15,0.13,0.09,0.12
 Synpcc7942_2358 ,1.25,1.34,1.50,1.18,0.69,0.68,0.85,0.90,0.96,1.88,1.81,1.73,1.28,1.00,0.82,0.36
 Synpcc7942_2359 ,1.24,1.47,1.87,1.60,0.93,0.97,1.03,1.10,1.17,1.80,2.21,2.17,1.65,1.42,1.27,0.68
 Synpcc7942_2360 ,0.62,0.69,0.80,0.74,0.40,0.44,0.47,0.48,0.51,0.75,0.89,0.86,0.77,0.62,0.55,0.31
 Synpcc7942_2361 ,0.48,0.45,0.48,0.54,0.45,0.33,0.29,0.33,0.37,0.45,0.46,0.57,0.49,0.38,0.31,0.22
 Synpcc7942_2362 ,0.50,0.34,0.33,0.33,0.30,0.33,0.30,0.32,0.41,0.65,0.57,0.55,0.40,0.33,0.26,0.22
 Synpcc7942_2363 ,0.33,0.23,0.28,0.24,0.33,0.41,0.42,0.36,0.36,0.17,0.21,0.18,0.26,0.32,0.36,0.78
 Synpcc7942_2364 ,0.20,0.15,0.13,0.14,0.14,0.15,0.17,0.11,0.32,0.07,0.11,0.10,0.14,0.18,0.20,0.39
 Synpcc7942_2365 ,0.53,0.44,0.41,0.35,0.35,0.31,0.33,0.36,0.60,0.55,0.49,0.45,0.39,0.38,0.40,0.43
 Synpcc7942_2366 ,2.21,3.91,3.53,4.15,5.10,5.09,4.77,4.46,2.91,1.98,1.47,1.46,1.88,2.16,2.90,8.88
 Synpcc7942_2367 ,0.70,0.99,1.15,1.77,1.84,1.20,1.02,0.89,0.62,0.28,0.37,0.48,0.93,1.20,1.37,2.59
 Synpcc7942_2368 ,0.92,1.04,1.27,1.31,1.06,0.94,0.91,0.84,1.14,0.79,0.90,0.96,1.19,1.35,1.31,1.43
 Synpcc7942_2369 ,0.61,0.61,0.79,0.92,0.76,0.67,0.62,0.57,0.79,0.52,0.54,0.59,0.73,0.86,0.83,0.91
 Synpcc7942_2370 ,0.46,0.47,0.48,0.64,0.64,0.51,0.45,0.55,0.53,0.42,0.43,0.41,0.52,0.56,0.60,0.57
 Synpcc7942_2371 ,0.33,0.24,0.32,0.25,0.22,0.17,0.19,0.21,0.26,0.24,0.26,0.27,0.23,0.20,0.10,0.15
 Synpcc7942_2372 ,0.19,0.13,0.14,0.14,0.16,0.17,0.19,0.14,0.17,0.14,0.11,0.12,0.10,0.13,0.13,0.19
 Synpcc7942_2373 ,0.15,0.12,0.12,0.11,0.07,0.09,0.09,0.10,0.14,0.08,0.09,0.10,0.08,0.07,0.08,0.10
 Synpcc7942_2374 ,0.68,0.58,0.48,0.42,0.40,0.40,0.41,0.50,0.71,0.83,0.71,0.65,0.53,0.51,0.43,0.38
 Synpcc7942_2375 ,0.81,0.55,0.68,0.60,0.42,0.35,0.35,0.47,0.61,0.68,0.74,0.66,0.57,0.51,0.37,0.23
 Synpcc7942_2376 ,0.63,0.40,0.57,0.67,0.58,0.51,0.39,0.35,0.52,0.44,0.34,0.42,0.51,0.38,0.34,0.23
 Synpcc7942_2377 ,0.33,0.14,0.24,0.33,0.31,0.22,0.16,0.17,0.25,0.14,0.16,0.20,0.26,0.24,0.22,0.10
 Synpcc7942_2378 ,1.79,1.75,2.01,2.26,1.83,1.45,1.30,1.34,1.66,1.72,1.68,1.97,2.02,1.99,1.49,1.07
 Synpcc7942_2379 ,0.51,0.26,0.31,0.35,0.33,0.29,0.22,0.28,0.45,0.38,0.36,0.35,0.38,0.37,0.33,0.15
 Synpcc7942_2380 ,0.76,0.76,0.66,0.95,1.38,1.54,1.45,1.42,1.11,0.70,0.73,0.84,1.13,1.27,1.57,3.29
 Synpcc7942_2381 ,0.17,0.25,0.17,0.17,0.17,0.20,0.21,0.28,0.13,0.18,0.18,0.16,0.17,0.15,0.19,0.22
 Synpcc7942_2382 ,0.09,0.06,0.05,0.06,0.06,0.05,0.06,0.06,0.08,0.04,0.05,0.04,0.04,0.04,0.04,0.07
 Synpcc7942_2383 ,0.52,0.51,0.60,0.61,0.58,0.53,0.50,0.53,0.59,0.49,0.47,0.44,0.52,0.57,0.54,0.79
 Synpcc7942_2384 ,0.02,0.02,0.03,0.11,0.38,0.49,0.46,0.41,0.02,0.01,0.02,0.03,0.15,0.26,0.47,2.43
 Synpcc7942_2385 ,0.01,0.01,0.02,0.06,0.28,0.35,0.34,0.32,0.02,0.01,0.01,0.02,0.09,0.16,0.29,1.36
 Synpcc7942_2386 ,0.04,0.03,0.04,0.05,0.15,0.19,0.18,0.16,0.05,0.02,0.02,0.03,0.06,0.08,0.15,0.58
 Synpcc7942_2387 ,0.04,0.06,0.07,0.24,0.65,0.80,0.84,0.42,0.08,0.03,0.02,0.06,0.21,0.40,0.69,1.48
 Synpcc7942_2388 ,0.03,0.09,0.17,0.56,1.49,1.85,1.94,1.09,0.06,0.03,0.04,0.10,0.53,1.16,1.84,4.14
 Synpcc7942_2389 ,0.30,0.30,0.24,0.30,0.53,0.54,0.64,0.54,0.39,0.20,0.13,0.17,0.21,0.28,0.33,1.42
 Synpcc7942_2390 ,0.07,0.06,0.04,0.05,0.07,0.08,0.09,0.08,0.07,0.06,0.06,0.05,0.05,0.06,0.07,0.09
 Synpcc7942_2391 ,0.06,0.03,0.04,0.06,0.06,0.04,0.04,0.00,0.04,0.03,0.02,0.02,0.04,0.04,0.03,0.04
 Synpcc7942_2392 ,0.14,0.22,0.40,0.38,0.52,0.30,0.45,0.11,0.50,0.51,0.37,0.45,0.50,0.56,0.54,0.53
 Synpcc7942_2393 ,0.50,0.53,0.40,0.38,0.38,0.50,0.57,0.56,0.46,0.78,0.68,0.65,0.53,0.51,0.54,0.59
 Synpcc7942_2394 ,0.20,0.17,0.15,0.15,0.20,0.23,0.24,0.23,0.28,0.18,0.20,0.15,0.16,0.18,0.20,0.36
 Synpcc7942_2395 ,0.64,0.76,0.71,0.77,0.86,0.89,0.87,0.84,0.67,0.87,0.73,0.79,0.86,0.83,0.89,1.07
 Synpcc7942_2396 ,1.53,2.55,2.15,2.13,1.44,1.69,1.68,1.72,1.78,2.48,2.72,2.26,2.04,2.03,1.84,1.49
 Synpcc7942_2397 ,2.19,4.05,3.36,3.39,2.16,2.40,2.51,2.68,2.32,3.94,3.86,3.78,3.37,3.16,2.92,2.29
 Synpcc7942_2398 ,0.34,0.32,0.24,0.28,0.32,0.38,0.38,0.32,0.37,0.28,0.33,0.27,0.29,0.28,0.37,0.54
 Synpcc7942_2399 ,0.74,0.85,0.72,0.69,0.82,1.02,0.95,0.89,0.86,0.71,0.71,0.77,0.70,0.77,0.91,1.84
 Synpcc7942_2400 ,0.50,0.54,0.53,0.41,0.25,0.25,0.25,0.27,0.33,0.56,0.66,0.59,0.46,0.37,0.26,0.14
 Synpcc7942_2401 ,0.43,0.10,0.13,0.20,0.26,0.27,0.26,0.16,0.45,0.56,0.41,0.47,1.02,1.31,1.46,2.33
 Synpcc7942_2402 ,0.20,0.19,0.13,0.12,0.17,0.17,0.18,0.16,0.20,0.19,0.19,0.17,0.17,0.16,0.16,0.23
 Synpcc7942_2403 ,1.02,2.13,2.17,1.92,1.47,1.61,1.55,1.71,0.74,1.01,1.05,1.14,1.30,1.31,1.42,2.22
 Synpcc7942_2404 ,0.16,0.22,0.26,0.23,0.30,0.40,0.42,0.40,0.16,0.11,0.19,0.16,0.18,0.22,0.34,1.09
 Synpcc7942_2405 ,0.14,0.08,0.15,0.08,0.06,0.05,0.04,0.06,0.12,0.07,0.06,0.05,0.07,0.06,0.03,0.01
 Synpcc7942_2406 ,0.32,0.33,0.25,0.28,0.53,0.64,0.65,0.61,0.36,0.32,0.32,0.31,0.30,0.37,0.51,1.10
 Synpcc7942_2407 ,0.22,0.18,0.15,0.12,0.21,0.34,0.35,0.29,0.26,0.20,0.18,0.18,0.17,0.19,0.22,0.39
 Synpcc7942_2408 ,1.32,0.40,0.30,0.33,0.28,0.31,0.39,0.46,0.39,1.89,1.04,0.97,0.59,0.38,0.31,0.11
 Synpcc7942_2409 ,2.89,2.00,1.74,1.77,1.43,1.64,1.88,1.79,1.16,3.80,2.53,2.52,1.77,1.43,1.33,0.76
 Synpcc7942_2410 ,0.21,0.08,0.11,0.10,0.13,0.14,0.14,0.13,0.42,0.17,0.17,0.12,0.14,0.12,0.12,0.18
 Synpcc7942_2411 ,0.05,0.04,0.05,0.08,0.06,0.06,0.10,0.02,0.20,0.06,0.06,0.05,0.07,0.05,0.05,0.07
